employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP1455,Mason Das,60.0,Prefer not to say,mason.das@outlook.com,-7642069033,New York,USA,Product,Product Analyst,Contract,MCA,02-15-2016,7,958221.0,27.75,Good,6.0,13,97.39,No,2019.0,EMP1774,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",2.8,HIGH,GBP,linkedin.com/in/masondas846,19-02-2025
EMP3102,Deepak Rao,33.0,Non-binary,deepak.rao@gmail.com,-9594387237,Mumbai,India,Legal,Legal Manager,Contract,MCA,11-05-2022,1,1638348.0,30.29,Excellent,10.0,25,83.25,No,2021.0,EMP2993,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",3.4,Medium,INR,Not Available,17-08-2024
EMP2424,Nisha Chopra,37.0,Male,not available,8203233683,Dubai,UAE,Marketing,Content Strategist,Permanent,Master's,08-09-2023,0,1162513.0,7.1,Below Average,0.0,27,144.1,No,2010.0,EMP1303,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",3.2,Low,AUD,linkedin.com/in/nishachopra333,Permenent
EMP1040,Arjun Singh,34.0,Female,arjun.singh@corp.com,(992) 259-6247,New York,USA,Data science,Data Scientist,Permanent,BE/BTech,01-Feb-14,9,1314319.0,27.37,excellent,4.0,2,193.87,No,2015.0,EMP2317,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",3.5,Low,GBP,linkedin.com/in/arjunsingh67,Permenent
EMP1441,Ava Iyer,57.0,Non-binary,ava.iyer@corp.com,9138049007,Sydney,Australia,Operations,Operations Analyst,Contract,MCA,07-Dec-19,4,684567.0,22.42,Good,6.0,38,34.74,No,2018.0,EMP3538,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",3.0,High,USD,Not Available,04-04-2024
EMP2458,Divya Davis,28.0,Female,divya.davis@gmail.com,9.18129E+11,London,UK,Finance,Controller,Permanent,Bachelor's,06-12-2017,6,1827900.0,36.55,Average,5.0,40,115.21,No,2021.0,EMP2786,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",1.1,Low,AUD,linkedin.com/in/divyadavis423,Permenent
EMP3421,Sophia Jones,25.0,Male,sophia.jones@company.in,9.17853E+11,Hyderabad,India,Marketing,Content Strategist,Permanent,MBA,02-12-2017,6,1075385.0,3.05,Excellent,4.0,32,133.66,Yes,2020.0,EMP1035,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.1,High,CAD,linkedin.com/in/sophiajones562,Permenent
EMP3048,Logan Rao,24.0,Male,logan.rao@gmail.com,-8787737853,Hyderabad,India,Finance,Financial Analyst,Permanent,BE/BTech,08-12-2021,2,713005.0,9.42,Excellent,4.0,3,109.42,Yes,2024.0,EMP1087,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",4.1,Medium,INR,linkedin.com/in/loganrao54,Permenent
EMP3698,charlotte mehta,58.0,Non-binary,charlotte.mehta@gmail.com,-7720385740,Hyderabad,India,Hr,HR Manager,Permanent,High School,19-11-2013,15,717721.0,32.68,Good,2.0,39,114.34,No,2012.0,EMP1269,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",1.8,Medium,CAD,linkedin.com/in/charlottemehta859,Permenent
EMP3701,Amit Williams,43.0,Male,amit.williams@gmail.com,Not Available,Sydney,Australia,Hr,HR Business Partner,Permanent,PhD,21-02-2014,0,1242927.0,2.98,Outstanding,5.0,27,36.3,Yes,2023.0,EMP1891,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.8,Low,AUD,linkedin.com/in/amitwilliams822,Permenent
EMP3368,Arjun Kumar,22.0,Non-binary,arjun.kumar@gmail.com,-3944,Ahmedabad,India,Hr,Recruiter,Permanent,MCA,01-10-2019,4,985606.0,123.26,1,9.0,17,168.58,No,2022.0,EMP1145,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.2,Medium,AUD,linkedin.com/in/arjunkumar260,Permenent
EMP2536,Deepak Garcia,23.0,Female,deepak.garcia@hotmail.com,Not Available,Sydney,Australia,Sales,VP Sales,Contract,Master's,10-02-2013,10,1207450.0,9.77,Good,5.0,-9,44.67,No,2018.0,EMP1250,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",3.5,High,USD,linkedin.com/in/deepakgarcia251,01-02-2025
EMP3369,Kavya Reddy,43.0,Prefer not to say,kavya.reddy@outlook.com,(690) 167-2531,Mumbai,India,Operations,Ops Manager,Permanent,MCA,29-02-2012,11,784408.0,8.99,avg,1.0,11,59.23,Yes,2011.0,EMP1357,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",1.8,HIGH,CAD,linkedin.com/in/kavyareddy681,Permenent
EMP2106,Sunita Chatterjee,23.0,Female,sunita.chatterjee@gmail.com,(324) 430-9436,Bangalore,India,Engineering,Lead Engineer,Contract,MCA,13-02-2012,11,1234450.0,25.81,Below Average,0.0,31,105.1,No,2010.0,EMP3018,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.8,Low,CAD,linkedin.com/in/sunitachatterjee508,08-06-2024
EMP3609,Aarav Joshi,59.0,Non-binary,aarav.joshi@company.in,Not Available,San Francisco,USA,Hr,HR Executive,Contract,High School,03-24-2022,1,540225.0,27.88,Average,1.0,26,146.52,No,2024.0,EMP2328,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.7,Low,INR,linkedin.com/in/aaravjoshi228,20-12-2024
EMP1588,Deepak Gupta,45.0,Female,deepak.gupta@company.in,Not Available,New York,USA,Hr,HR Manager,Permanent,,02-09-2019,4,697321.0,19.91,Average,6.0,3,136.05,Yes,2021.0,EMP1520,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.9,Medium,USD,linkedin.com/in/deepakgupta269,Permenent
EMP2178,Meena Garcia,55.0,Female,meena.garcia@yahoo.com,8298912479,Toronto,Canada,Sales,Account Executive,Permanent,,25-09-2020,14,1304923.0,16.06,Good,10.0,50,33.76,Yes,2020.0,EMP2083,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.9,Medium,AUD,linkedin.com/in/meenagarcia367,Permenent
EMP2226,Meena Chopra,41.0,Non-binary,meena.chopra@hotmail.com,-3237,Dubai,UAE,Legal,Legal Counsel,Contract,PhD,01-05-2018,5,638224.0,33.0,Average,9.0,31,170.66,No,2018.0,EMP3387,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",0.1,Low,GBP,linkedin.com/in/meenachopra857,17-12-2025
EMP3371,Sophia Williams,49.0,Prefer not to say,sophia.williams@gmail.com,Not Available,London,UK,Operations,Ops Manager,Permanent,High School,19-06-2022,1,681387.0,4.07,Good,8.0,40,141.51,No,2017.0,EMP1364,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",3.2,Low,GBP,linkedin.com/in/sophiawilliams522,Permenent
EMP1337,Oliver Jones,55.0,Non-binary,oliver.jones@gmail.com,9.17138E+11,Delhi,India,Finance,Finance Manager,Permanent,Master's,27-02-2019,4,1390170.0,13.73,Good,8.0,22,147.79,No,2024.0,EMP2825,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.3,High,USD,linkedin.com/in/oliverjones228,Permenent
EMP3844,Amit Davis,30.0,Male,amit.davis@corp.com,-8745687071,Kolkata,India,Hr,Recruiter,Permanent,Bachelor's,14-05-2013,10,922601.0,186.73,Below Average,6.0,36,47.04,No,2016.0,EMP2012,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.9,Medium,GBP,linkedin.com/in/amitdavis587,Permenent
EMP1479,ava johnson,32.0,Prefer not to say,ava.johnson@hotmail.com,Not Available,Pune,India,Finance,Chief Financial Officer,Contract,Bachelor's,Not Available,8,1983406.0,20.6,Outstanding,0.0,19,98.39,Yes,2019.0,EMP1370,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.2,Low,GBP,linkedin.com/in/avajohnson136,23-01-2025
EMP1903,Sneha Shah,59.0,Female,sneha.shah@yahoo.com,-5809,San Francisco,USA,Finance,Senior Analyst,Permanent,MCA,01-08-2020,3,921638.0,22.71,Good,10.0,38,6.59,No,2016.0,EMP2606,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",1.1,Low,AUD,linkedin.com/in/snehashah216,Permenent
EMP3434,Isabella Joshi,-5.0,Male,isabella.joshi@outlook.com,9.19286E+11,Ahmedabad,India,Hr,Chief Human Resources Officer,Permanent,MBA,01-Jun-20,3,1484847.0,26.65,Below Average,1.0,31,3.17,No,2024.0,EMP2014,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",0.2,High,CAD,linkedin.com/in/isabellajoshi476,Permenent
EMP3943,Nisha Singh,23.0,Female,nisha.singh@hotmail.com,Not Available,Singapore,Singapore,Legal,Associate,Permanent,PhD,14-Mar-10,13,1185400.0,24.6,Average,8.0,25,160.08,No,2019.0,No Manager,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.9,High,INR,linkedin.com/in/nishasingh782,Permenent
EMP3007,Charlotte Patel,-6.0,Non-binary,charlotte.patel@outlook.com,Not Available,Bangalore,India,Finance,Finance Manager,Contract,Associate,08-01-2018,5,1287742.0,11.0,Outstanding,6.0,37,194.49,Yes,2024.0,No Manager,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",4.3,HIGH,GBP,linkedin.com/in/charlottepatel222,28-12-2026
EMP2190,Rajesh Shah,28.0,Non-binary,rajesh@shah,(646) 768-6595,New York,USA,Product,Product Analyst,Contract,MCA,22-08-2016,7,972702.0,9.05,Excellent,8.0,35,177.44,0,2012.0,No Manager,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",2.9,Medium,USD,linkedin.com/in/rajeshshah533,27-06-2025
EMP1502,James Rao,42.0,Non-binary,james.rao@hotmail.com,8352005761,Hyderabad,India,Finance,Finance Manager,Permanent,MBA,20-10-2020,3,1235877.0,26.33,Excellent,6.0,2,160.73,No,2013.0,EMP3028,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.1,High,GBP,linkedin.com/in/jamesrao382,Permenent
EMP2995,Suresh Chopra,53.0,Male,suresh.chopra@yahoo.com,(884) 397-7465,Kolkata,India,Customer support,Team Lead,Contract,PhD,10-10-2016,7,740097.0,24.41,Average,1.0,-3,63.69,Yes,2023.0,EMP3245,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",4.1,Low,AUD,linkedin.com/in/sureshchopra706,18-03-2024
EMP3314,Evelyn Rao,31.0,Non-binary,evelyn.rao@corp.com,9.17399E+11,Hyderabad,India,Product,Senior PM,Permanent,PhD,24-11-2019,11,1508240.0,32.25,Average,4.0,25,178.57,No,2015.0,EMP3175,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.8,High,INR,Not Available,Permenent
EMP1140,Isabella Iyer,39.0,Female,isabella.iyer@corp.com,Not Available,London,UK,Marketing,Content Strategist,Permanent,High School,04-04-2013,10,-1087411.0,18.08,Excellent,3.0,36,171.54,No,2020.0,No Manager,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",2.3,High,USD,linkedin.com/in/isabellaiyer315,Permenent
EMP3714,Liam Iyer,53.0,Female,liam.iyer@yahoo.com,9307620162,Kolkata,India,Finance,Financial Analyst,Contract,High School,25-Aug-20,3,919859.0,5.92,Below Average,5.0,9,155.35,Yes,2021.0,EMP3434,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",1.1,High,GBP,linkedin.com/in/liamiyer281,05-12-2024
EMP1499,Lucas Gupta,27.0,Non-binary,lucas.gupta@outlook.com,Not Available,Singapore,Singapore,Hr,HR Manager,Permanent,Associate,05-19-2019,4,699144.0,30.38,Average,5.0,8,76.37,No,2011.0,EMP1850,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.0,High,USD,linkedin.com/in/lucasgupta598,Permenent
EMP3126,Pooja Reddy,60.0,Male,pooja.reddy@corp.com,-6936,Bangalore,India,Finance,Chief Financial Officer,Permanent,Bachelor's,13-09-2012,11,2277017.0,13.13,Average,1.0,21,99.39,No,2019.0,EMP1448,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.9,Medium,INR,linkedin.com/in/poojareddy984,Permenent
EMP3168,Rahul Reddy,54.0,Male,rahul.reddy@company.in,Not Available,Singapore,Singapore,Engineering,Lead Engineer,Contract,MCA,10-01-2014,9,1377780.0,37.34,Outstanding,9.0,28,139.5,No,2014.0,EMP1445,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",0.8,Low,USD,linkedin.com/in/rahulreddy157,06-11-2026
EMP3784,James Verma,36.0,Prefer not to say,james.verma@company.in,Not Available,London,UK,Marketing,Chief Marketing Officer,Contract,PhD,09-30-2017,6,1884547.0,5.57,Excellent,5.0,11,18.84,Yes,2017.0,EMP1610,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.0,High,GBP,linkedin.com/in/jamesverma542,17-12-2025
EMP1796,Ava Miller,45.0,Male,ava.miller@corp.com,8680274149,Dubai,UAE,Customer support,Team Lead,Permanent,,26-12-2014,9,784431.0,37.84,Average,5.0,11,68.67,No,2020.0,EMP2071,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",3.1,High,INR,linkedin.com/in/avamiller116,Permenent
EMP1697,Sophia Moore,50.0,Prefer not to say,not available,-8415704478,Mumbai,India,Legal,Senior Counsel,Permanent,Bachelor's,11-27-2023,0,882919.0,5.17,Excellent,3.0,43,183.5,Yes,2024.0,EMP2996,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",0.1,Medium,GBP,linkedin.com/in/sophiamoore595,Permenent
EMP1589,Kavya Das,31.0,Prefer not to say,kavya.das@company.in,-9664648980,Chennai,India,Sales,Account Executive,Permanent,MBA,08-11-2020,3,1463136.0,30.84,avg,8.0,14,84.69,No,2020.0,EMP3236,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",1.1,Low,AUD,linkedin.com/in/kavyadas252,Permenent
EMP1564,Divya Moore,36.0,Female,divya.moore@company.in,Not Available,Singapore,Singapore,Marketing,Chief Marketing Officer,Permanent,Master's,03-21-2022,1,1878014.0,17.57,Good,7.0,39,95.62,Yes,2011.0,No Manager,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",3.7,High,INR,linkedin.com/in/divyamoore956,Permenent
EMP2669,Noah Kumar,780.0,Male,noah.kumar@gmail.com,(916) 364-9818,Hyderabad,India,Marketing,Marketing Manager,Permanent,Bachelor's,10-14-2014,9,727717.0,12.72,Excellent,0.0,17,99.12,No,2018.0,EMP2112,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.2,Low,AUD,linkedin.com/in/noahkumar404,Permenent
EMP3489,Kavya Wilson,57.0,Prefer not to say,kavya.wilson@company.in,Not Available,Toronto,Canada,Engineering,Senior SWE,Permanent,High School,06-Apr-16,7,1003812.0,20.21,Below Average,9.0,24,65.04,No,2019.0,EMP1563,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",2.7,High,AUD,linkedin.com/in/kavyawilson94,Permenent
EMP2667,Meena Das,53.0,Female,meena.das@corp.com,9.19039E+11,London,UK,Sales,Account Executive,Contract,High School,06-13-2016,2,1348029.0,25.71,Excellent,2.0,38,193.37,No,2016.0,EMP3448,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.7,Low,GBP,linkedin.com/in/meenadas432,07-04-2024
EMP3549,Amit Das,32.0,Female,amit.das@outlook.com,8219050643,New York,USA,Sales,VP Sales,Permanent,PhD,10-17-2023,0,1899167.0,25.72,Average,10.0,45,171.02,Yes,2014.0,No Manager,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",1.2,Medium,INR,linkedin.com/in/amitdas821,Permenent
EMP3173,Emma Pillai,45.0,Female,emma.pillai@gmail.com,Not Available,Mumbai,India,Engineering,Software Engineer,Permanent,Associate,02-05-2023,15,1371729.5,18.24,Outstanding,5.0,34,73.77,Yes,2021.0,EMP1137,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",2.5,Medium,AUD,linkedin.com/in/emmapillai335,Permenent
EMP1384,Amit Joshi,34.0,Prefer not to say,amit.joshi@gmail.com,(547) 720-9466,London,UK,Product,Product Manager,Permanent,MCA,23-10-2014,9,953641.0,26.15,Good,5.0,49,150.78,No,2021.0,EMP1788,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.5,Low,INR,linkedin.com/in/amitjoshi508,Permenent
EMP2778,Noah Brown,396.0,Non-binary,noah.brown@hotmail.com,-7080,New York,USA,Product,Chief Product Officer,Permanent,Associate,27-Oct-19,4,2549472.0,17.33,3,3.0,37,102.65,Yes,2020.0,No Manager,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.4,Medium,CAD,linkedin.com/in/noahbrown134,Permenent
EMP1750,Harper Johnson,57.0,Non-binary,harper.johnson@yahoo.com,-8365453732,San Francisco,USA,Marketing,Content Strategist,Permanent,MCA,17-01-2019,4,1082878.0,39.59,Good,0.0,34,149.07,Yes,2016.0,EMP3539,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",2.0,Low,INR,linkedin.com/in/harperjohnson554,Permenent
EMP2877,Isabella Shah,59.0,Non-binary,isabella.shah@corp.com,(524) 491-2423,Pune,India,Data science,Data Analyst,Permanent,Associate,21-05-2023,0,1012165.0,0.21,Average,6.0,33,8.83,No,2021.0,EMP2565,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",0.2,High,INR,linkedin.com/in/isabellashah543,Permenent
EMP2754,Evelyn Bose,41.0,Male,evelyn.bose@company.in,Not Available,Dubai,UAE,Customer support,Support Agent,Permanent,Master's,23-12-2015,8,485408.0,3.6,Average,5.0,1,169.71,No,2018.0,EMP1136,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",2.7,High,INR,linkedin.com/in/evelynbose964,Permenent
EMP3952,Ava Singh,38.0,Female,ava.singh@outlook.com,7069577662,Chennai,India,Marketing,Content Strategist,Contract,,27-Jul-20,3,885631.0,25.2,Good,9.0,13,60.92,Yes,2017.0,EMP3344,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",3.9,Low,CAD,linkedin.com/in/avasingh649,24-04-2024
EMP1773,Pooja Gupta,53.0,Female,pooja.gupta@outlook.com,7975381018,Delhi,India,Customer support,Support Agent,Permanent,High School,11-16-2014,9,419497.0,7.34,Outstanding,0.0,27,4.57,Yes,2017.0,EMP1854,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",0.7,Medium,AUD,linkedin.com/in/poojagupta975,Permenent
EMP2669,Harper Singh,-5.0,Male,harper.singh@yahoo.com,-8679300188,San Francisco,USA,Marketing,Content Strategist,Contract,Bachelor's,08-02-2015,8,1134285.0,11.26,Outstanding,9.0,22,21.23,Yes,2018.0,EMP2248,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.5,Low,USD,linkedin.com/in/harpersingh259,06-01-2025
EMP3070,James Chopra,59.0,Female,james.chopra@corp.com,(938) 152-5712,San Francisco,USA,Customer support,VP Support,Permanent,Associate,25-11-2021,2,1181084.0,3.73,Below Average,1.0,16,30.53,No,2023.0,EMP3278,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",4.0,High,AUD,Not Available,Permenent
EMP1232,Abigail Desai,23.0,Male,not available,Not Available,Pune,India,Marketing,SEO Specialist,Permanent,MCA,26-01-2017,6,1477397.0,21.61,Outstanding,4.0,1,143.35,Yes,2023.0,EMP3630,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",1.3,High,USD,linkedin.com/in/abigaildesai52,Permenent
