employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,exit_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP2917,Isabella Patel,33,Male,isabella.patel@outlook.com,9.17324E+11,Chennai,India,Customer Support,Senior Agent,Part-Time,PhD,14-02-2014,,9,573124,35.59,Average,8,47,58.19,FALSE,,EMP2563,12,3.4,HIGH,AUD,,22-12-2025
EMP3936,James Moore,38,Prefer not to say,james.moore@yahoo.com,(205) 430-7962,Singapore,Singapore,Product,Group PM,Full-Time,Bachelor's,Not Available,,8,1661858,10.36,Good,0,11,60.15,TRUE,,EMP3057,20,4.5,Low,USD,linkedin.com/in/jamesmoore642,14-07-2025
EMP3961,Jackson Davis,32,Non-Binary,jackson.davis@corp.com,-5569,Dubai,UAE,Slaes,Team Lead,Contract,Bachelor's,04-07-2020,23-08-2021,3,680688,12.15,Average,1,12,98.44,FALSE,2024,EMP3826,20,3.5,Medium,INR,linkedin.com/in/jacksondavis801,
EMP2290,Vikram Johnson,251,F,vikram.johnson@corp.com,(489) 444-3649,Toronto,Canada,Sales,VP Sales,Contract,MBA,07-11-2018,,5,1827238,7.6,Below Average,8,3,70.76,TRUE,2015,EMP1915,13,0.2,Low,CAD,linkedin.com/in/vikramjohnson783,
EMP2425,Nisha Wilson,31,Female,nisha.wilson@yahoo.com,-7553604694,Chennai,India,Customer Support,VP Support,Contract,MCA,09-Apr-12,,11,1316566,,Outstanding,0,31,74.74,TRUE,2011,EMP3743,15,4.2,Low,AUD,linkedin.com/in/nishawilson537,02-04-2026
EMP1426,Isabella Shah,40,Male,isabella@shah,-9801,Toronto,Canada,Product,Product Manager,Intern,MBA,22-01-2016,,7,950032,0.5,Below Average,71,43,2.03,TRUE,2011,EMP1832,11,2.2,Medium,INR,,
EMP3814,Rajesh Garcia,59,Female,rajesh.garcia@hotmail.com,9.1765E+11,Mumbai,India,Product,Senior PM,Intern,Master's,24-May-11,03-06-2021,12,1497501,20.15,Good,7,49,134.3,TRUE,2013,EMP1499,10,2,Medium,AUD,linkedin.com/in/rajeshgarcia915,
EMP2893,Amit Patel,38,Prefer not to say,amit.patel@hotmail.com,-9279287213,Toronto,Canada,Operations,Supply Chain Analyst,Full-Time,MCA,08-Jun-14,12-06-2022,13,1016145,17.05,Good,4,3,112.39,TRUE,2019,EMP2241,3,3.9,Medium,CAD,linkedin.com/in/amitpatel560,
EMP3397,Ethan Kumar,57,Prefer not to say,ethan.kumar@company.in,8694309756,Pune,India,Marketing,Content Strategist,Intern,MBA,23-08-2013,,10,1115974,1.49,Good,6,33,107.89,FALSE,2024,EMP3726,16,,High,GBP,linkedin.com/in/ethankumar899,
EMP2002,Nisha Mehta,58,Female,nisha.mehta@@outlook.com,-3048,Mumbai,India,Marketing,CMO,Part-Time,BE/BTech,25-11-2010,08-03-2024,13,1726450,4.13,Average,9,24,41.74,FALSE,2023,EMP1902,12,0.7,Medium,GBP,linkedin.com/in/nishamehta828,
EMP3119,Divya Verma,44,Female,divya.verma@hotmail.com,,Mumbai,India,HR,HR Executive,Intern,MBA,02-Jul-16,,7,586142,12.81,Average,7,30,130.04,FALSE,2024,EMP3770,10,0.6,High,AUD,linkedin.com/in/divyaverma118,
EMP1609,Sunita Das,37,Non-Binary,sunita.das@hotmail.com,(786) 862-5227,Delhi,India,Customer Support,VP Support,Part-Time,Bachelor's,09-13-2012,,11,1362408,10.87,Good,10,14,21.56,FALSE,2017,EMP1839,5,,Low,AUD,linkedin.com/in/sunitadas348,
EMP3332,Lucas Johnson,26,Non-Binary,lucas.johnson@corp.com,-7010,Pune,India,Marketing,SEO Specialist,Intern,Master's,02-Apr-23,,0,1333777,30.83,Excellent,1,14,73.66,FALSE,2021,EMP1658,2,3.7,High,INR,linkedin.com/in/lucasjohnson374,11-09-2026
EMP3639,Vikram Chopra,56,Non-Binary,vikram.chopra@gmail.com,-7441588295,Kolkata,India,Engineering,DevOps Engineer,Intern,High School,19-06-2010,28-01-2020,13,2717784,12.3,Excellent,1,45,27.85,TRUE,2016,EMP3928,4,5,Medium,AUD,linkedin.com/in/vikramchopra370,
EMP3830,James Jones,60,Male,james.jones@yahoo.com,-8857700374,Hyderabad,India,Engineering,Engineering Manager,Part-Time,Bachelor's,10-Jul-14,14-05-2023,9,1673424,24.2,Excellent,5,18,155.04,FALSE,2023,EMP3703,19,3.5,Medium,INR,linkedin.com/in/jamesjones218,
EMP3575,Jackson Garcia,24,Female,jackson.garcia@corp.com,-9258,Hyderabad,India,Legal,Legal Manager,,MCA,07-20-2016,,7,1499499,2.65,,77,14,38.01,FALSE,2010,EMP3651,2,4.8,High,INR,linkedin.com/in/jacksongarcia190,29-08-2024
EMP3165,Amit Shah,54,Male,amit.shah@hotmail.com,9338590212,Toronto,Canada,Engineering,Lead Engineer,Part-Time,PhD,10-14-2023,,19,1513218,8.99,Average,2,40,39.97,TRUE,2018,EMP3092,18,4.3,med,AUD,,
EMP3736,Arjun Miller,48,Female,arjun.miller@company.in,-7420560874,New York,USA,Customer Support,Senior Agent,Full-Time,MBA,09-13-2022,22-01-2023,1,"â‚¹660,569",9.08,Outstanding,0,25,155.37,TRUE,2022,EMP1231,14,0.2,High,,linkedin.com/in/arjunmiller536,24-06-2024
EMP2875,Divya Nair,26,Female,divya.nair@yahoo.com,-6575,Hyderabad,India,Operations,Ops Manager,Part-Time,Bachelor's,24-07-2022,,1,685951,32.41,Good,5,12,182.32,TRUE,2021,,13,1.2,Medium,INR,linkedin.com/in/divyanair22,
EMP2765,Kiran Williams,46,Male,kiran.williams@corp.com,-9589850056,Bangalore,India,Legal,CLO,Part-Time,Associate,15-11-2022,,1,2048193,7.07,Outstanding,7,14,60.16,TRUE,2010,EMP1159,6,4,High,GBP,linkedin.com/in/kiranwilliams233,
EMP1137,william wilson,52,Male,william.wilson@gmail.com,,Sydney,Australia,Data Science,Data Scientist,Intern,Associate,12-28-2012,,11,1278945,19.8,3,8,30,62.48,TRUE,2024,EMP1579,2,2.2,High,AUD,linkedin.com/in/williamwilson414,
EMP3194,Mason Gupta,32,,mason.gupta@hotmail.com,,London,UK,Operations,Supply Chain Analyst,Part-Time,PhD,02-25-2017,,6,"â‚¹825,562",30.41,Average,0,23,168.68,TRUE,2019,EMP1368,20,2.2,Low,AUD,linkedin.com/in/masongupta433,
EMP3264,Rohan Moore,,M,rohan.moore@hotmail.com,,Pune,India,HR,Recruiter,Intern,High School,08-06-2017,,15,811849,5.25,Below Average,91,15,149.98,FALSE,2021,,7,4.8,Medium,INR,linkedin.com/in/rohanmoore417,
EMP2978,Meena Verma,45,Prefer not to say,meena.verma@corp.com,-9663297448,Kolkata,India,Legal,Legal Counsel,Contract,Master's,08-10-2011,,12,679372,16.45,Outstanding,0,23,153.21,TRUE,2020,,3,3.6,High,USD,linkedin.com/in/meenaverma782,
EMP1552,Oliver Shah,44,Prefer not to say,  oliver.shah@gmail.com  ,,Singapore,Singapore,Operations,COO,Intern,BE/BTech,18-10-2021,,2,1504558,20.8,Good,4,40,91.36,0,2015,EMP3034,12,0.6,low,,linkedin.com/in/olivershah200,17-07-2026
EMP1655,Liam Bose,33,Female,liam.bose@company.in,9317341389,Sydney,Australia,Customer Support,VP Support,Full-Time,BE/BTech,10-Nov-23,,0,1072867,31.71,Average,1,42,96.99,FALSE,2020,EMP2297,16,1.2,Medium,INR,linkedin.com/in/liambose643,18-04-2025
EMP3205,Divya Reddy,25,Prefer not to say,divya.reddy@hotmail.com,9.18508E+11,Ahmedabad,India,Marketing,Content Strategist,Contract,MCA,19-12-2019,,4,931322,,Outstanding,6,14,194.83,TRUE,2016,EMP1374,20,1.7,Low,AUD,linkedin.com/in/divyareddy94,
EMP2790,Ethan Gupta,29,Non-Binary,ethan.gupta@yahoo.com,(769) 906-2315,Sydney,Australia,Legal,Senior Counsel,Intern,High School,10-08-2010,,13,"â‚¹1,053,469",35.36,Average,9,35,45.62,TRUE,2016,EMP1260,,4.6,High,AUD,linkedin.com/in/ethangupta812,
EMP1570,Rajesh Desai,58,Non-Binary,rajesh.desai@outlook.com,-7628525070,Kolkata,India,Data Science,ML Engineer,Contract,MCA,03-23-2014,,9,1709178,35.49,Below Average,2,18,41.15,TRUE,2023,EMP3324,9,2.1,High,CAD,linkedin.com/in/rajeshdesai123,08-09-2024
EMP1058,Aarav Iyer,47,Prefer not to say,aarav@iyer,9.17543E+11,Singapore,Singapore,Sales,Sales Manager,Part-Time,BE/BTech,04-05-2011,,12,1220771,27.97,Below Average,6,10,60.64,TRUE,2020,EMP2771,6,,High,USD,linkedin.com/in/aaraviyer803,
EMP3239,Kavya Joshi,38,Non-Binary,kavya.joshi@yahoo.com,-7226020288,Singapore,Singapore,Engineering,Engineering Manager,Part-Time,PhD,04-21-2013,,10,1808001,29.66,Below Average,10,22,159.28,0,2012,EMP1345,4,3.8,Medium,GBP,linkedin.com/in/kavyajoshi56,
EMP3994,Neha Joshi,43,F,neha.joshi@hotmail.com,-4664,Ahmedabad,India,Customer Support,Senior Agent,Contract,Associate,30-May-22,,1,529633,13.23,Below Average,7,26,190.83,FALSE,2021,EMP1787,7,4.4,High,INR,linkedin.com/in/nehajoshi671,
EMP2813,Sunita Das,54,Non-Binary,sunita@das,7069058394,Toronto,Canada,Engineering,Software Engineer,Full-Time,Bachelor's,06-04-2012,15-01-2024,11,788468,21.67,Excellent,6,38,145.57,1,2021,EMP3627,14,3,low,USD,linkedin.com/in/sunitadas100,
EMP2192,Ava Joshi,36,Female,ava.joshi@hotmail.com,(661) 276-4257,Singapore,Singapore,Legal,Associate,,BE/BTech,07-03-2022,,1,1322350,8.86,Outstanding,5,43,138.86,FALSE,2020,EMP2328,10,4.5,Low,INR,linkedin.com/in/avajoshi213,16-09-2026
EMP1136,Deepak Malhotra,37,Non-Binary,deepak.malhotra@corp.com,-2714,Singapore,Singapore,Product,Product Analyst,Full-Time,PhD,26-09-2023,,23,930017,31.97,Good,1,26,53.09,FALSE,2018,EMP3687,1,1.5,High,INR,linkedin.com/in/deepakmalhotra380,
EMP3347,Charlotte Bose,39,Male,charlotte.bose@hotmail.com,-8989,Kolkata,India,Customer Support,Support Agent,Part-Time,PhD,29-09-2012,,11,503264,28.78,Average,3,5,49.45,FALSE,2012,EMP1396,13,2.4,Medium,GBP,linkedin.com/in/charlottebose714,
EMP1832,SURESH WILLIAMS,49,Female,suresh.williams@hotmail.com,9.19846E+11,Delhi,India,Legal,CLO,Full-Time,  ,11-04-2015,,8,2243776,29.88,Average,2,35,182.59,TRUE,2022,EMP1573,10,3.6,High,GBP,,06-03-2024
EMP3769,Divya Williams,60,Male,divya.williams@outlook.com,8836428267,San Francisco,USA,Customer Support,Senior Agent,Part-Time,MCA,07-14-2014,,9,576610,36.78,Average,2,30,74.47,TRUE,2014,EMP1224,12,1.3,Medium,CAD,,22-05-2024
EMP3332,Harper Malhotra,55,Male,harper.malhotra@yahoo.com,(684) 135-3139,Ahmedabad,India,Engineering,Engineering Manager,Intern,BE/BTech,06-10-2022,,1,1540643,5.68,Outstanding,10,11,131.89,TRUE,2024,EMP3209,9,0.4,Low,CAD,linkedin.com/in/harpermalhotra869,
EMP2376,Kiran Moore,45,Female,kiran@moore,-7435566223,Kolkata,India,Customer Support,Support Agent,Contract,PhD,20-May-18,30-12-2021,5,415891,30.05,Excellent,10,-5,122.06,TRUE,,EMP2086,,5,High,CAD,linkedin.com/in/kiranmoore535,
EMP3088,Amelia Chopra,53,Non-Binary,amelia.chopra@company.in,-9710,Hyderabad,India,Finance,Finance Manager,Intern,High School,17-06-2023,,0,0,183.18,,1,14,94.11,No,2015,EMP1635,17,3.9,High,USD,linkedin.com/in/ameliachopra486,
EMP3236,Lucas Shah,42,,lucas.shah@company.in,-10117,London,UK,Marketing,Marketing Analyst,Full-Time,PhD,29-05-2014,,9,735889,20.98,Excellent,3,47,2.24,TRUE,2022,EMP3102,3,1.2,High,USD,linkedin.com/in/lucasshah417,03-06-2026
EMP1717,Priya Jones,47,Female,priya.jones@gmail.com,,London,UK,Customer Support,VP Support,Full-Time,PhD,17-Jan-16,,7,1151264,32.54,Below Average,7,42,32.16,FALSE,2021,EMP1118,20,3.5,Low,INR,linkedin.com/in/priyajones862,
EMP3814,Ethan Garcia,36,Male,ethan.garcia@corp.com,(813) 305-5233,London,UK,HR,HR Executive,Part-Time,Associate,06-19-2020,,3,628475,13.59,Excellent,0,10,143.75,FALSE,2014,EMP3082,2,0.1,High,,linkedin.com/in/ethangarcia571,
EMP1539,Sneha Davis,37,Male,sneha.davis@yahoo.com,9767093391,Sydney,Australia,Marketing,Marketing Analyst,Part-Time,BE/BTech,14-Jan-16,,7,746128,8.07,Outstanding,4,46,96.26,TRUE,2020,EMP3048,20,0,High,CAD,linkedin.com/in/snehadavis868,
EMP3972,Pooja Bose,27,Female,  pooja.bose@yahoo.com  ,-9692015554,Sydney,Australia,Data Science,Data Analyst,Part-Time,PhD,26-Oct-13,,10,979493,27.23,Excellent,5,26,103.22,TRUE,2015,EMP2051,3,3,HIGH,INR,linkedin.com/in/poojabose144,
EMP3933,ISABELLA DESAI,40,Male,isabella.desai@yahoo.com,9.19371E+11,Ahmedabad,India,Marketing,SEO Specialist,Full-Time,High School,01-12-2013,29-07-2021,10,1410678,32.7,Outstanding,10,36,27.93,FALSE,2020,EMP3825,16,4,Low,AUD,linkedin.com/in/isabelladesai72,
EMP3247,Suresh Chopra,42,Prefer not to say,,(857) 693-8980,London,UK,Product,Product Manager,Contract,Master's,30-09-2018,,5,1149248,9.41,Excellent,9,-7,49.6,FALSE,2015,EMP1976,18,0.2,Low,AUD,linkedin.com/in/sureshchopra547,
EMP3181,Priya Wilson,37,Female,priya.wilson@outlook.com,-7814590466,Bangalore,India,Engineering,Lead Engineer,Full-Time,MCA,11-01-2012,07-10-2020,11,1255189,15.01,Excellent,0,41,180.51,TRUE,2010,EMP3241,1,,Medium,CAD,linkedin.com/in/priyawilson190,
EMP1887,Emma Reddy,41,Male,emma.reddy@corp.com,-10820,Singapore,Singapore,Sales,Account Executive,Intern,Associate,20-Jan-23,,0,1326579,12.86,3,4,38,80.59,FALSE,2021,EMP3382,19,3.7,Medium,USD,linkedin.com/in/emmareddy605,
EMP2557,Rohan Malhotra,-6,Male,rohan.malhotra@yahoo.com,(516) 338-9998,Hyderabad,India,Legal,Legal Manager,Part-Time,BE/BTech,Not Available,12-07-2024,2,1424850,39.59,Below Average,7,41,156.39,FALSE,2016,EMP1514,6,1.1,High,INR,linkedin.com/in/rohanmalhotra931,
EMP3072,Neha Gupta,30,Prefer not to say,neha.gupta@corp.com,,Pune,India,Engineering,Lead Engineer,Full-Time,Bachelor's,Not Available,,7,-1544849,19.58,Average,24,32,32.71,yes,2014,EMP2432,9,,med,INR,linkedin.com/in/nehagupta748,
EMP1173,Rajesh Chatterjee,37,Prefer not to say,rajesh.chatterjee@outlook.com,(554) 996-6155,Kolkata,India,Marketing,Marketing Manager,Part-Time,Master's,05-20-2022,,1,939333,139.62,Outstanding,9,23,38.46,TRUE,2017,EMP3472,15,2.2,Medium,AUD,linkedin.com/in/rajeshchatterjee892,18-07-2024
EMP1180,Rahul Bose,35,Prefer not to say,rahul.bose@corp.com,-8367882187,Kolkata,India,Marketing,Marketing Manager,Contract,Bachelor's,19-09-2021,28-09-2021,16,899057,,Average,10,12,106.46,FALSE,2020,EMP2571,,0.9,High,CAD,linkedin.com/in/rahulbose320,
EMP2427,Aarav Das,35,Non-Binary,aarav.das@hotmail.com,-10586,Sydney,Australia,Operations,Supply Chain Analyst,Contract,BE/BTech,12-Mar-15,,8,823433,9.65,3,3,28,27.72,FALSE,2024,EMP1648,16,4,Low,GBP,linkedin.com/in/aaravdas225,23-02-2024
EMP1840,Harper Wilson,,Non-Binary,harper.wilson@outlook.com,-5273,London,UK,Customer Support,Team Lead,Intern,Bachelor's,05-01-2016,,7,704491,13.17,Excellent,1,42,0.53,TRUE,,EMP2381,,0.9,Medium,CAD,linkedin.com/in/harperwilson118,
EMP3772,Ethan Miller,54,Prefer not to say,ethan@miller,9.19797E+11,Bangalore,India,Sales,VP Sales,Part-Time,Master's,29-Nov-12,,11,2043742,21.88,Outstanding,5,26,21.21,FALSE,,EMP3467,13,4.2,High,CAD,linkedin.com/in/ethanmiller699,
EMP1696,Ethan Bose,30,Prefer not to say,ethan.bose@company.in,,Hyderabad,India,HR,HR Business Partner,Intern,Bachelor's,12-26-2011,12-06-2024,12,1093358,26.57,Outstanding,5,44,133.44,TRUE,2019,EMP2303,15,0.2,Low,CAD,linkedin.com/in/ethanbose734,
EMP1397,Anjali Sharma,41,Prefer not to say,anjali.sharma@outlook.com,-9674,Sydney,Australia,Customer Support,Team Lead,Intern,MBA,01-07-2018,,27,621936,17.11,Outstanding,0,10,,no,2016,EMP1516,12,2.2,Medium,USD,linkedin.com/in/anjalisharma876,17-01-2024
EMP3007,Evelyn Reddy,47,Male,evelyn.reddy@outlook.com,9.19975E+11,Pune,India,engeneering,Sales Rep,Contract,BE/BTech,10-Dec-14,16-05-2021,10,756593,11.47,Below Average,7,1,162.15,TRUE,2019,EMP1098,8,4.6,High,INR,linkedin.com/in/evelynreddy163,
EMP1654,Rohan Singh,59,male,rohan.singh@yahoo.com,(501) 526-5832,New York,USA,Finance,Senior Analyst,Part-Time,BE/BTech,08-Oct-16,05-09-2024,7,936117,5.88,Average,,3,191.35,TRUE,2018,EMP1753,1,3.5,High,USD,linkedin.com/in/rohansingh834,
EMP3207,Mason Rao,26,Male,mason.rao@hotmail.com,(435) 683-3052,London,UK,HR,CHRO,Intern,PhD,19-Apr-22,,1,1428169,17.8,Good,4,49,46.18,TRUE,2015,EMP1333,17,2.9,Low,CAD,,23-06-2025
EMP2199,Abigail Moore,29,Female,abigail.moore@gmail.com,8093832875,Ahmedabad,India,Engineering,Lead Engineer,Part-Time,High School,26-09-2017,,6,1396008,22.46,Good,10,46,68.53,Yes,2017,EMP3561,7,3.4,High,CAD,,
EMP3221,Neha Kumar,26,Prefer not to say,neha.kumar@gmail.com,9.19871E+11,Hyderabad,India,Engg,CFO,Intern,MCA,10-Dec-21,26-12-2024,2,2467213,10.11,Good,10,28,187.98,FALSE,2024,EMP2940,8,3.3,Medium,CAD,linkedin.com/in/nehakumar748,
EMP1656,Arjun Garcia,38,Prefer not to say,,-9420693110,Toronto,Canada,Operations,Ops Manager,Part-Time,Master's,28-07-2021,,2,749098,2.38,Below Average,8,23,142.07,TRUE,2021,EMP1162,3,1.9,HIGH,CAD,linkedin.com/in/arjungarcia878,
EMP3706,Arjun Desai,51,Male,arjun.desai@yahoo.com,9.18461E+11,Singapore,Singapore,Finance,Financial Analyst,Contract,Associate,06-19-2022,,1,689626,26.68,Good,7,31,97.01,FALSE,2013,EMP3008,7,3.9,Low,,,
EMP2465,Rajesh Bose,22,Non-Binary,rajesh.bose@yahoo.com,7150083049,San Francisco,USA,Operations,Ops Manager,Part-Time,Bachelor's,12-24-2018,,5,789804,24.86,Excellent,0,35,105.62,FALSE,,EMP2904,2,4.5,Medium,USD,linkedin.com/in/rajeshbose226,04-03-2026
EMP3888,James Wilson,268,Male,james.wilson@corp.com,,Sydney,Australia,Legal,Legal Counsel,Part-Time,Associate,11-11-2010,,13,762420,35.03,Outstanding,3,9,37.42,,2017,EMP2606,18,0.5,Medium,CAD,linkedin.com/in/jameswilson679,
EMP1059,Noah Wilson,23,Female,noah@wilson,(204) 553-4715,Kolkata,India,Legal,CLO,Intern,Master's,05-03-2021,,8,-2134132,142.44,Good,10,6,173.63,TRUE,2015,EMP2425,1,4.3,Medium,CAD,linkedin.com/in/noahwilson649,02-08-2024
EMP1525,Anjali Williams,49,Male,anjali.williams@corp.com,-6928,London,UK,Sales,Sales Rep,Full-Time,Bachelor's,05-Oct-22,,1,716438,,Average,5,24,184.8,FALSE,2023,EMP3662,4,1.3,High,INR,linkedin.com/in/anjaliwilliams728,
EMP1697,Arjun Sharma,36,Non-Binary,arjun.sharma@@company.in,-6249,Dubai,UAE,Marketing,Marketing Analyst,Intern,MBA,10-11-2019,,4,735138,20.23,Good,6,17,77.75,FALSE,2017,EMP2308,18,,High,INR,linkedin.com/in/arjunsharma399,
EMP3203,Vikram Joshi,-10,Female,vikram.joshi@outlook.com,-8274386388,Chennai,India,Marketing,Marketing Analyst,Full-Time,MBA,26-12-2023,,21,569174,8.63,Average,2,43,159.08,TRUE,2018,EMP2995,7,4.5,Low,INR,linkedin.com/in/vikramjoshi739,
EMP2037,Mia Pillai,60,Prefer not to say,mia.pillai@@hotmail.com,-8263811767,Delhi,India,Product,Group PM,Contract,Bachelor's,19-Aug-20,,3,1780047,9.14,Below Average,8,12,148.83,TRUE,2014,EMP3712,16,2.7,High,CAD,linkedin.com/in/miapillai974,
EMP3875,Liam Nair,29,Male,liam.nair@company.in,(207) 483-4668,Dubai,UAE,Legal,Legal Manager,Contract,BE/BTech,24-10-2019,,4,1650886,26.71,excellent,6,39,19.94,TRUE,,EMP1133,,1.9,High,GBP,linkedin.com/in/liamnair586,
EMP1096,Mason Das,36,Male,mason.das@outlook.com,(361) 220-4670,Chennai,India,Engineering,Software Engineer,Intern,BE/BTech,30-12-2016,,7,777232,15.72,Below Average,9,2,114.26,TRUE,2010,EMP1681,16,3.7,Medium,INR,linkedin.com/in/masondas780,04-05-2024
EMP3080,Isabella Chopra,5,Prefer not to say,isabella.chopra@corp.com,-9755283842,Delhi,India,Data Science,Senior Data Scientist,,Bachelor's,07-01-2011,,12,1970047,26,5,3,18,144.9,FALSE,2024,EMP2515,9,4.8,Medium,GBP,,
EMP2651,Meena Miller,60,Prefer not to say,meena.miller@gmail.com,-7801718659,Chennai,India,Product,Senior PM,,Associate,12-16-2017,05-08-2024,6,1541464,37.21,,8,43,78.66,FALSE,2019,EMP2749,,4,Medium,GBP,linkedin.com/in/meenamiller753,
EMP1660,aarav smith,45,Male,aarav.smith@company.in,-4927,Sydney,Australia,HR,CHRO,Intern,BE/BTech,24-Aug-15,,8,1600586,22.77,,97,37,182.9,TRUE,2017,EMP2579,1,3.9,High,GBP,,
EMP2454,sneha joshi,55,Male,sneha.joshi@yahoo.com,-7940328130,Singapore,Singapore,Sales,VP Sales,Intern,MBA,14-May-13,,10,2113539,16.82,Excellent,8,1,127.56,FALSE,,EMP3946,17,1.4,High,,linkedin.com/in/snehajoshi13,
EMP3339,KAVYA JOHNSON,57,Non-Binary,kavya.johnson@yahoo.com,-2604,Mumbai,India,Engineering,Lead Engineer,Part-Time,MCA,07-25-2011,,12,1576489,10.94,Good,0,33,168.64,FALSE,2017,EMP2486,5,4.9,Low,CAD,linkedin.com/in/kavyajohnson108,
EMP1925,liam shah,44,Prefer not to say,liam@shah,-9407105757,Delhi,India,Legal,Legal Counsel,Full-Time,High School,08-05-2020,,3,858827,8.91,Average,6,47,21.21,TRUE,2012,EMP1619,18,0.6,Medium,USD,linkedin.com/in/liamshah153,
EMP2996,Anjali Jones,36,Prefer not to say,anjali.jones@gmail.com,-9633,Sydney,Australia,Sales,Sales Rep,Full-Time,Master's,12-Dec-16,,7,"â‚¹713,654",34.44,Excellent,0,18,116.24,TRUE,2022,EMP2658,13,3.6,High,INR,,
EMP2675,William Garcia,37,Non-Binary,william.garcia@outlook.com,-7714418280,Chennai,India,Product,Product Manager,,Associate,21-Jul-11,,12,1103401,28.07,Excellent,9,32,173.93,No,2022,EMP3828,12,2.4,Low,USD,linkedin.com/in/williamgarcia352,
EMP1996,Ethan Jones,44,Male,ethan.jones@outlook.com,9514367176,Sydney,Australia,Data Science,Head of Data,Contract,PhD,20-10-2019,,4,2948704,2.19,Below Average,66,4,,TRUE,2018,EMP2266,3,4,Medium,CAD,linkedin.com/in/ethanjones615,16-04-2024
EMP2081,Arjun Sharma,984,Non-Binary,arjun.sharma@company.in,(909) 345-6301,Dubai,UAE,Customer Support,Support Agent,Contract,High School,26-07-2023,,0,504873,33.65,Outstanding,9,7,77.73,FALSE,2014,EMP1218,12,1.7,High,INR,linkedin.com/in/arjunsharma259,
EMP3439,Rohan Reddy,27,Prefer not to say,rohan.reddy@@gmail.com,9.17859E+11,Delhi,India,Product,Product Analyst,Intern,MCA,26-09-2021,08-08-2020,2,922841,4.75,Good,4,41,34.28,FALSE,2024,EMP2364,16,4.7,Medium,AUD,linkedin.com/in/rohanreddy552,29-07-2024
EMP3080,Ava Smith,35,Male,ava.smith@company.in,,Chennai,India,Legal,Senior Counsel,Intern,MCA,01-11-2012,,11,831479,35.11,Good,7,-10,39.44,TRUE,2017,EMP2225,6,1.9,Low,INR,linkedin.com/in/avasmith838,
EMP3020,Amit Chopra,25,Non-Binary,amit.chopra@hotmail.com,9402049252,Pune,India,Finance,Senior Analyst,Intern,High School,15-04-2021,,2,1087073,7.17,Below Average,10,10,70.94,FALSE,2020,EMP3511,4,1.9,Low,AUD,linkedin.com/in/amitchopra103,
EMP1834,Sophia Kumar,59,Prefer not to say,sophia.kumar@company.in,-6828,Toronto,Canada,Engineering,Senior SWE,Contract,Associate,Not Available,,1,1028032,29.52,Average,4,30,,TRUE,2021,EMP3579,10,0.5,Medium,CAD,linkedin.com/in/sophiakumar471,21-03-2025
EMP2728,Meena Rao,46,Prefer not to say,meena.rao@company.in,,Kolkata,India,Product,Product Analyst,Full-Time,BE/BTech,28-07-2023,,0,973930,8.49,Excellent,,37,68.04,FALSE,,EMP2803,3,,High,CAD,,
EMP3532,mason joshi,40,Female,mason.joshi@company.in,(646) 654-8700,Toronto,Canada,Sales,Senior Sales Rep,Full-Time,Associate,09-12-2015,,8,975096,24.41,Below Average,,13,124.69,TRUE,2018,EMP2331,1,,High,CAD,linkedin.com/in/masonjoshi213,
EMP3712,Vikram Das,39,Non-Binary,vikram.das@company.in,9.17637E+11,Sydney,Australia,Product,Product Analyst,Full-Time,PhD,11-29-2011,,12,882094,17.86,Excellent,4,4,64.79,TRUE,2018,EMP2183,5,2,HIGH,INR,linkedin.com/in/vikramdas706,
EMP2759,Amit Garcia,41,Non-Binary,amit.garcia@outlook.com,-7400892088,New York,USA,Product,Senior PM,Contract,Associate,03-12-2018,,5,1426309,18.26,Below Average,10,40,91.92,FALSE,,EMP1874,5,2.6,Low,INR,linkedin.com/in/amitgarcia433,
EMP1153,Priya Patel,34,Male,priya.patel@company.in,9912472483,San Francisco,USA,HR,HR Executive,Full-Time,Master's,03-03-2017,,6,471822,,Average,3,6,127.97,TRUE,,EMP2125,9,2.3,Medium,USD,linkedin.com/in/priyapatel947,
EMP2216,Rahul Wilson,36,Male,rahul.wilson@corp.com,-9060794272,Kolkata,India,Operations,Operations Analyst,Part-Time,Bachelor's,02-Mar-20,,3,617534,,Below Average,7,45,47.01,TRUE,2013,EMP2021,8,4.7,High,,linkedin.com/in/rahulwilson565,
EMP1321,Kavya Williams,27,Male,kavya.williams@hotmail.com,(999) 846-4962,Hyderabad,India,HR,HR Manager,Full-Time,Bachelor's,23-Nov-16,23-09-2020,29,656827,36.8,5,9,16,,FALSE,2014,EMP3200,,4.6,High,AUD,linkedin.com/in/kavyawilliams690,
EMP2849,Kiran Jones,983,Male,kiran@jones,9.18193E+11,Toronto,Canada,Sales,Sales Manager,Intern,Bachelor's,01-10-2016,,7,1234923,32.02,Average,10,39,69.32,FALSE,2011,EMP3538,6,3.2,Medium,,linkedin.com/in/kiranjones265,
EMP3104,Sneha Smith,49,Male,sneha.smith@outlook.com,-7328446133,Hyderabad,India,Operations,Supply Chain Analyst,Full-Time,MBA,20-03-2017,,6,1064260,1.42,4,,5,154.39,TRUE,2020,EMP3838,18,1.3,High,GBP,linkedin.com/in/snehasmith496,
